,age,company,desc,jcid,jkid,job_no,loc,query_date,query_time,title
1401,30+ days ago,PPD,"Basic knowledge of databases, querying large datasets or writing SQL statements. Statistical Analyst - Acurian (A PPD Company) - 149670....",5e93bbb0f296b0b5,b3aa7a6a83a46436,9,"Horsham, PA",2018-10-29,20:51:11,Statistical Analyst - Acurian (A PPD Company)
1402,30+ days ago,PPD,"Knowledge of SAS, SQL and databases is a plus. Manager, Commercial Analytics - Acurian (A PPD Company) - 149172....",5e93bbb0f296b0b5,915f920c398a5609,10,"Horsham, PA",2018-10-29,20:51:11,"Manager, Commercial Analytics - Acurian (A PPD Company)"
1403,3 days ago,Ecolab,Senior Master Data Analyst The Senior Master Data analyst is a member of the Global Master Data organization responsible for driving world-class global...,b8df555617879658,2e8b526999e2897b,1,"Eagan, MN",2018-10-29,20:51:12,Sr. Master Data Analyst Global Master Data Organization
1404,3 days ago,Ecolab,"Experience extracting, modeling, and manipulating data using Microsoft, Access, SQL, Tableau or similar tools....",b8df555617879658,4d11b19d71d38c22,2,"Saint Paul, MN 55102 (West 7th area)",2018-10-29,20:51:12,Lead Business Systems Analyst
1405,4 days ago,Ecolab,"RPGIV, RPG Free, SQL, Java, Database design, Python, Sequel, ProFound UI. Design DB2/400 and SQL databases as required....",b8df555617879658,92a6e713841fd1ed,3,"Saint Paul, MN 55102 (West 7th area)",2018-10-29,20:51:12,IBMi Developer
1406,5 days ago,Ecolab,"C#, SQL, HTML5, Java Script, ASP.NET, and MVC. With 2017 sales of $14 billion, Ecolab (ECL) is the global leader in water, hygiene and energy technologies and...",b8df555617879658,aa8df17b8c63dea7,4,"Naperville, IL 60564",2018-10-29,20:51:12,Software Developer Intern
1407,5 days ago,Ecolab,"Familiarity with UL, ETL and NSF regulatory compliance. The Ecolab Dish Machine Equipment Plant in Elk Grove Village, IL is seeking a Quality Engineer to join...",b8df555617879658,cb68d4c82fbb45cd,5,"Elk Grove Village, IL 60009",2018-10-29,20:51:12,Quality Engineer II
1408,5 days ago,Ecolab,"Product development for C# and SQL based solutions. Well versed in C#, SQL, HTML5, Java Script, ASP.NET, WPF, and MVC....",b8df555617879658,2e911fdf6970f3f5,6,"Naperville, IL 60564",2018-10-29,20:51:12,Software Developer
1409,19 days ago,Ecolab,"Proficiency in your statistics/analytics/visualization tool of choice, but preferably in the Microsoft Azure Suite, including Azure ML Studio and PowerBI as...",b8df555617879658,5d1fc4f710dc97a5,7,"Greensboro, NC 27497",2018-10-29,20:51:12,Data Scientist
1410,20 days ago,Ecolab,"Experience with SQL Server developing SQL queries, stored procedures. Understands the common data movement architectures (like ETL, ELT, etc.)....",b8df555617879658,20603b740f25e041,8,"Saint Paul, MN 55102 (West 7th area)",2018-10-29,20:51:12,IT Developer
1411,19 days ago,Ecolab,"Experience extracting, modeling, and manipulating data using Microsoft, Access, SQL, Tableau or similar tools....",b8df555617879658,e5be8640fde5bf47,9,"Saint Paul, MN 55102 (West 7th area)",2018-10-29,20:51:12,IT Technical Analyst
1412,30+ days ago,Ecolab,"Well versed in C#, SQL, HTML5, Java Script, ASP.NET, and MVC. Provide architectural and technical guidance for product development and database design for C#...",b8df555617879658,36db47d60b99fe66,10,"Naperville, IL 60564",2018-10-29,20:51:12,Lead Developer
1413,19 days ago,"Land O’Lakes, Inc.",Ideally would know Python and JavaScript. Imagine what you can do at Land O’Lakes....,9d00507d8bb313b6,d75c2c51a6d8fff5,1,"Ames, IA",2018-10-29,20:51:13,Software Engineering Summer Opportunity
1414,6 days ago,Loews Hotels,"Advanced skills in MS Excel and SQL. Headquartered in New York City, located in midtown Manhattan on New York’s famed Eastside, our Loews Hotels & Co Home...",99461810eb5a0628,198d53a4487cc64b,1,"New York, NY",2018-10-29,20:51:14,Oracle ERP Manager
1415,30+ days ago,Loews Hotels,Ability to write basic SQL Select statements. Our Loews Hotels & Co Home Office teams provide support to all our properties throughout the United States and...,99461810eb5a0628,6c3ef1a58518918a,2,"Nashville, TN 37219",2018-10-29,20:51:14,HR Systems Analyst
1416,4 days ago,Kinder Morgan,"This work may include application configuration, application design, graphics development, and other activities in accordance with Kinder Morgan SCADA...",84982d5610f302fe,f2bf088a8f588f56,1,"Colorado Springs, CO",2018-10-29,20:51:15,SPECIALIST - SCADA I IT
1417,4 days ago,Kinder Morgan,"Plan, design, implement and support monitoring and control systems utilized in the operation of liquids pipelines, measurement facilities, loading...",84982d5610f302fe,eb80f32919b39617,2,"Houston, TX",2018-10-29,20:51:15,Pipeline Engineer
1418,4 days ago,Kinder Morgan,"The primary goals of this position are to enable the development, and ultimately delivery, of business intelligence products, such as reports and dashboards...",84982d5610f302fe,47cac538df1b6e94,3,"Houston, TX",2018-10-29,20:51:15,ANALYST-APPLICATION DEV SR
1419,5 days ago,Kinder Morgan,"The Business Systems application team develops and supports many custom solutions for approximately 84,000 miles of natural gas, gasoline, crude oil, and...",84982d5610f302fe,1fd36a7938219417,4,"Houston, TX",2018-10-29,20:51:15,Robotic Process Automation (RPA) Developer
1420,5 days ago,Kinder Morgan,"The primary goals of this position are to enable the development, and ultimately delivery, of business intelligence products, such as reports and dashboards...",84982d5610f302fe,d46d586c21d21ec8,5,"Houston, TX",2018-10-29,20:51:15,ANALYST - APPLICATION DEV LEAD
1421,6 days ago,Kinder Morgan,"The Business Systems application team develops and supports many custom solutions for approximately 84,000 miles of natural gas, gasoline, crude oil, and...",84982d5610f302fe,d52d2f099cc2fdd1,6,"Houston, TX",2018-10-29,20:51:15,Analyst - Application Developer I
1422,6 days ago,Kinder Morgan,Devises or modifies procedures with direction from senior team members to solve the business problems using industry standard information technology...,84982d5610f302fe,fc023104c07c3b32,7,"Houston, TX",2018-10-29,20:51:15,ANALYST-APPLICATION DEV I
1423,17 days ago,Kinder Morgan,"The accuracy and integrity of the KM PODS database will be managed throughout new data creation, data maintenance on existing data, running all quality...",84982d5610f302fe,96e67b9fa1709610,8,"Houston, TX",2018-10-29,20:51:15,PODS Gatekeeper
1424,30+ days ago,Kinder Morgan,"Under general supervision, performs calculations and preliminary analyses for interpretation of data.",84982d5610f302fe,ffcf2a9895020544,9,"Midland, TX",2018-10-29,20:51:15,Engineer Technician
1425,5 days ago,Occidental Petroleum,"Occidental Petroleum Corporation (NYSE: OXY) is an international oil and gas exploration and production company, and its OxyChem subsidiary is a major North...",bb9c9acf57da431e,e2ff98119f0de1dc,1,"Houston, TX",2018-10-29,20:51:17,Financial Analyst – Marketing Accounting
1426,6 days ago,Occidental Petroleum,"Occidental Petroleum Corporation (NYSE: OXY) is an international oil and gas exploration and production company, and its OxyChem subsidiary is a major North...",bb9c9acf57da431e,c40e210ce148fbfd,2,"Houston, TX",2018-10-29,20:51:17,Senior Financial Analyst – Marketing Accounting
1427,10 days ago,Occidental Petroleum,"Experience with SQL, MATLAB, SQL Server with R Services, ArcMap, DrillingInfo, HIS. Experience with programming languages like VB, Python, C++....",bb9c9acf57da431e,9365b1519407ebfd,3,"Houston, TX",2018-10-29,20:51:17,Production Engineer
1428,11 days ago,Occidental Petroleum,Technical Requirements – C# / ASP.NET / SQL Database / Oracle Database / Transact SQL / SSIS / SSRS. Occidental Petroleum Corporation (NYSE:....,bb9c9acf57da431e,583b4f9d5c59f792,4,"Houston, TX",2018-10-29,20:51:17,IT Systems Expert
1429,24 days ago,Occidental Petroleum,"Strong skills in SQL, Oracle, and relational database environments. Occidental Petroleum Corporation (NYSE:....",bb9c9acf57da431e,3a1abc382abbb7ab,5,"Houston, TX",2018-10-29,20:51:17,Engineering Specialist
1430,23 days ago,Occidental Petroleum,"BASH, PowerShell, Perl, Ruby, Python, RESTful API). Occidental Petroleum Corporation (NYSE:....",bb9c9acf57da431e,a48529be41bfc508,6,"Houston, TX",2018-10-29,20:51:17,IT Infrastructure Expert
1431,30+ days ago,Occidental Petroleum,"PowerShell, Python, Ansible, etc. Occidental Petroleum Corporation (NYSE:....",bb9c9acf57da431e,98622bfbca8bdd32,7,"Houston, TX",2018-10-29,20:51:17,Cloud Engineer
1432,30+ days ago,Occidental Petroleum,"Strong background of Python in a Windows/UNIX/Linux environment. Strong knowledge of Oracle (SQL and PL/SQL), Microsoft SQL Server (SQL and T-SQL) and...",bb9c9acf57da431e,35683c5e1087ac27,8,"Houston, TX",2018-10-29,20:51:17,Data Developer
1433,30+ days ago,Occidental Petroleum,Knowledge of Python/Matlab and SQL a plus. Occidental Petroleum Corporation is an international oil and gas exploration and production company with a subsidiary...,bb9c9acf57da431e,ba52e54be6f2a550,9,"Houston, TX",2018-10-29,20:51:17,Completion Engineering Advisor
1434,30+ days ago,Occidental Petroleum,"XML, C+, VBA, Regular Expressions, python, pearl, etc). Occidental Petroleum Corporation (NYSE:....",bb9c9acf57da431e,625ee2a0e62ac71b,10,"Houston, TX",2018-10-29,20:51:17,Advisor IT Cyber Security
1435,6 days ago,Viacom,"Experience using tools such as SPSS, Python, R, etc. a plus. Overview and Responsibilities....",ae0c894528aa6eee,cc4e54bf015eb6f7,1,"New York, NY",2018-10-29,20:51:18,"Senior Analyst, Content Insights"
1436,14 days ago,Viacom,"Existing knowledge of analytical software/platforms (examples could include Tableau, SQL, SAS, HTML, Visual Basic, JavaScript). Overview and Responsibilities....",ae0c894528aa6eee,fa4777cc5ad406f1,2,"New York, NY",2018-10-29,20:51:18,"Analyst, Corporate Multiplatform Research"
1437,18 days ago,Viacom,"Superior analytical skills, including experience using tools such as SPSS, Python, R, etc. Organizing and mining data sets using statistical software such as...",ae0c894528aa6eee,5b6d998276d46b26,3,"New York, NY",2018-10-29,20:51:18,"Senior Manager, Insight Analytics"
1438,14 days ago,Viacom,"Experience working with .NET technologies, SQL Server 2008/2012/2014/2016 and Internet Information Server (IIS) required. Overview and Responsibilities....",ae0c894528aa6eee,0e0286f62d0abc8d,4,"New York, NY",2018-10-29,20:51:18,"Application Manager, Corporate Systems"
1439,14 days ago,Viacom,"Good understanding of RDBMS, SQL, ETL and Web Technologies – HTML, CSS, JavaScript. Overview and Responsibilities....",ae0c894528aa6eee,7e18ecd0a9cc4fa4,5,"New York, NY",2018-10-29,20:51:18,"Application Manager, Salesforce (Apttus CLM)"
1440,24 days ago,Viacom,Experience with R or Python strongly preferred. Overview and Responsibilities....,ae0c894528aa6eee,265c78d31ab7085b,6,"New York, NY",2018-10-29,20:51:18,"Senior Analyst, Marketing & Partner Insights"
1441,30+ days ago,Viacom,"Python knowledge is ideal however if the candidate does not have any Python experience but possesses a a strong computer science foundation, Python can be...",ae0c894528aa6eee,bf4d7241552c70e8,7,United States,2018-10-29,20:51:18,"Internships, Nickelodeon Animation Technology- Spring '19"
1442,30+ days ago,Viacom,"Familiarity with Python and R is a plus. Experience with Tableau and/or Power BI and or programming languages such as R, Python is strongly recommended....",ae0c894528aa6eee,fc5c47327b28e39c,8,"New York, NY",2018-10-29,20:51:18,"Senior Manager, Product Analytics"
1443,30+ days ago,Viacom,Expert knowledge and experience with Python and PyQt. Overview and Responsibilities....,ae0c894528aa6eee,39bd2ebc266bca99,9,"Hollywood, CA",2018-10-29,20:51:18,"Director, Animation Technology"
1444,30+ days ago,Viacom,Knowledge of SQL e.g. table design and scripts. Overview and Responsibilities....,ae0c894528aa6eee,22992565fdcca3de,10,"Hollywood, CA",2018-10-29,20:51:18,Senior Business Analyst - Hyperion
1445,Just posted,Paypal,"Who we are Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing...",978d9fd9799d55a8,714891780c937446,1,"Scottsdale, AZ",2018-10-29,20:51:18,"Incident Response Manager, North America"
1446,Just posted,Paypal,"Candidates should have experience with statistical packages (SAS or R), SQL and reporting tools (Qlikview and Tableau)....",978d9fd9799d55a8,b8393eeade1c1548,2,"San Jose, CA",2018-10-29,20:51:18,Sr. Data Scientist
1447,2 days ago,Paypal,"For example, we’ve written data platforms in Clojure, payment gateways in Java, and contextual commerce in Python. Who we are....",978d9fd9799d55a8,e9fb87f1852a41d5,3,"Chicago, IL",2018-10-29,20:51:18,Engineering Manager
1448,3 days ago,Paypal,"Strong analytical and reporting skills, SQL experience a plus. Who we are....",978d9fd9799d55a8,828999f76399a407,4,"New York, NY",2018-10-29,20:51:18,Risk Analyst 3
1449,3 days ago,Paypal,"Who we are Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing...",978d9fd9799d55a8,ce83aaa6a3d0c5e2,5,"Austin, TX",2018-10-29,20:51:18,Software Engineer 3
1450,3 days ago,Paypal,"Ability to manipulate and interpret data (experience writing SQL queries, creating reports and dashboards) to deliver concrete action plans. Who we are....",978d9fd9799d55a8,abae6af981083904,6,"San Francisco Bay Area, CA",2018-10-29,20:51:18,Senior Merchant Success Manager
1451,3 days ago,Paypal,"Knowledge of SQL and PL/SQL a plus.å. Proficiency with at least one scripting language (Perl, Python, Unix Shell Script etc.). Who we are....",978d9fd9799d55a8,38e99c352d6a98d9,7,"San Jose, CA",2018-10-29,20:51:18,Java Software Engineer
1452,4 days ago,Paypal,"Experience in data analysis using SQL and one or more of these DB’s - Oracle, MySQL, Teradata. Who we are....",978d9fd9799d55a8,63ccdc6d21ed959b,8,"San Jose, CA",2018-10-29,20:51:18,business systems analyst
1453,4 days ago,Paypal,"Fluent in SQL and/or a statistical programming language like SAS, R or Python, and visualization tools such as Tableau or Qlikview; Who we are....",978d9fd9799d55a8,e0b17b2190f30dff,9,"San Jose, CA",2018-10-29,20:51:18,"Manager, Product Analytics"
1454,5 days ago,Paypal,"Knowledge of SQL along with working knowledge of Tableau, Teradata, Hadoop and SAS. Who we are....",978d9fd9799d55a8,def0f16e07873ab1,10,"San Jose, CA",2018-10-29,20:51:18,"Manager, Market Research"
1455,18 days ago,Enterprise Products,"Required 2-3 Years Development experience with HTML, CSS, JavaScript, JSON, XML, and SQL. Enterprise Products Partners L.P....",88c9a89c49052a1d,0e9d6432291be17f,1,"Houston, TX",2018-10-29,20:51:20,"Specialist, Lead Systems (Oracle - Webcenter Portal)"
1456,30+ days ago,Enterprise Products,"Required 2-3 Years Development experience with HTML, CSS, JavaScript, JSON, XML, and SQL. Enterprise Products Partners L.P....",88c9a89c49052a1d,2b431a7c855ec70e,2,"Houston, TX",2018-10-29,20:51:20,"Specialist, Lead Systems (Oracle - ECM)"
1457,2 days ago,Celgene,"Expertise in algorithmic implementation, statistical programming and data manipulation, using e.g. R/Bioconductor, Matlab, Python, and contemporary, open-source...",5d4039033d28e663,ea7b876eb5ff9bb3,1,"San Francisco, CA",2018-10-29,20:51:21,"Principal Scientist, Research Analytics"
1458,2 days ago,Celgene,"Expert with at least one programming language, such as Java, Perl, Python, Linux Shell Scripting, MatLab or other similar languages. US- CA- San Diego....",5d4039033d28e663,da563d339c7e0a5d,2,"San Diego, CA 92121",2018-10-29,20:51:21,"Associate Director, R&D Cloud Solution Partner"
1459,10 days ago,Celgene,"Experience in computer programming and analytics, e.g. Alteryx, SQL, R, SAS, Python, Matlab. Manage database design, ETL, data processing, data governance & QC...",5d4039033d28e663,9732218c82bc4fff,3,"Summit, NJ",2018-10-29,20:51:21,"Senior Manager, Data & Reporting"
1460,19 days ago,Celgene,"Fluency in Unix Bash, R, and Python and collaborative development skills using version control systems (e.g. US- NJ- Warren....",5d4039033d28e663,e4d4d6f529ace4dd,4,"Township of Warren, NJ",2018-10-29,20:51:21,"Senior Scientist, Cell Therapy Informatics & Analytics"
1461,18 days ago,Celgene,"Working knowledge of SQL and relational databases. Advanced hands-on knowledge of SAS, R and/or Python. US- NJ- Summit East....",5d4039033d28e663,7ec2804fc5b1a92f,5,"Summit, NJ",2018-10-29,20:51:21,Senior Epidemiologist
1462,19 days ago,Celgene,"Excellent skills in R programming and experience in additional computer languages such as Perl, Python, or Java (or C/C++). US- CA- San Diego....",5d4039033d28e663,7322458b04ec75ca,6,"San Diego, CA 92121",2018-10-29,20:51:21,Sr. Data Scientist
1463,19 days ago,Celgene,Other Locations: US- NJ- Berkeley Heights- 300 Description Celgene is a global biopharmaceutical company leading the way in medical innovation to help...,5d4039033d28e663,040c0c835785645f,7,"Berkeley Heights, NJ",2018-10-29,20:51:21,"Sr. Principal Programmer, Clinical"
1464,19 days ago,Celgene,"Expertise in algorithmic implementation, statistical programming and data manipulation, using e.g. R/Bioconductor, Matlab, Python, and contemporary, open-source...",5d4039033d28e663,5163211a246d2a30,8,"Cambridge, MA",2018-10-29,20:51:21,"Sr. Scientist, Research Analytics"
1465,19 days ago,Celgene,"Applicants are desired to have programming experience in at least one scripting language (e.g., Perl, Python) or programming language (Java, C, C++)....",5d4039033d28e663,397e4deaf6d58b9f,9,"San Diego, CA 92121",2018-10-29,20:51:21,"Scientist II, Computational Chemistry"
1466,19 days ago,Celgene,"Perl, Python, R/Bioconductor, Shiny and contemporary database structures), and expertise in algorithmic implementation, statistical programming and data...",5d4039033d28e663,42028ff9d2e07511,10,"San Diego, CA 92121",2018-10-29,20:51:21,"Senior Scientist, Research Analytics (Sequencing Informatics..."
1467,Today,Arconic,"Convert existing Microsoft Excel data-based Continuous Improvement data sources and systems to web-enabled, SQL Server platform for global audience....",cb9406d497b324e0,3004c3a975a28fc2,1,"Cleveland, OH",2018-10-29,20:51:22,Data Science Associate - MFG
1468,Today,Arconic,"Familiarity with programming VB.Net, C#,ASP.Net, Java, Java Script, Microsoft SQL Server, MS Reporting Services, Windows, VMware Server Administration, and...",cb9406d497b324e0,ef6fc0c409937afe,2,"Bloomsburg, PA",2018-10-29,20:51:22,Automation Process Engineer
1469,Today,Arconic,Developing ETL scripts and performance ETL operations. Creating and scheduling SQL Server Agent jobs. Minimum of 3 years of experience administering Microsoft...,cb9406d497b324e0,b8e69a2a575149ac,3,"Torrance, CA",2018-10-29,20:51:22,Enterprise Data Warehouse Developer
1470,Today,Arconic,"Working knowledge/experience with SQL, SSIS, SSRS, and SSAS. Analyze, design, develop, and implement modifications to the SQL Server based data warehousing...",cb9406d497b324e0,8eab04cc04cdc665,4,"Whitehall, MI",2018-10-29,20:51:22,Business Intelligence Analyst
1471,Today,Arconic,"Near mastery of varying software programs, robots, 3D CAD, PLC5 and ControlLogix, device integration experience via serial, TCP/IP, and proprietary protocols,...",cb9406d497b324e0,05de67bf0d3a7b72,5,"Cleveland, OH",2018-10-29,20:51:22,Automation Engineer
1472,Today,Arconic,"SAP Applications, SAP ABAP Programming, SAP Business Objects, Procedural Programming, Visual Basic, SharePoint Foundation, SQL Server Integration Services (SSIS...",cb9406d497b324e0,d73034313d8220c1,6,"Alcoa, TN",2018-10-29,20:51:22,"Systems Analyst-Alcoa, TN"
1473,Today,Arconic,"Perform computational implementation of optimization procedures, using software packages such as (but not limited to) CPLEX, Gurobi, GLPK, R, Python, Matlab, MS...",cb9406d497b324e0,dd56fd0b15f256b8,7,"Alcoa Center, PA",2018-10-29,20:51:22,Senior Optimization Scientist
1474,Today,Arconic,"Familiarity with programming VB.Net, C#, ASP.Net, Java, Java Script, Python, R, Microsoft SQL Server, MS Reporting Services, Windows, VMware Server...",cb9406d497b324e0,9b0190e89347baa1,8,"Cleveland, OH",2018-10-29,20:51:22,Digital Automation Engineer
1475,Today,Arconic,"Working knowledge of SQL Server, MS Access. Working Knowledge of Microsoft.NET environment (VB, C++, SQL). Arconic is currently in search of a Process Control...",cb9406d497b324e0,3a9b39c7fc1a0406,9,"Lancaster, PA",2018-10-29,20:51:22,Process Control Systems Engineer
1476,Today,Arconic,"Familiar with SQL, Python, Java and C/C++. Arconic Fastening Systems is looking for an Applied Mathematician – Data Scientist for our New Product Development...",cb9406d497b324e0,99bcb5115475698e,10,"Carson, CA",2018-10-29,20:51:22,Data Scientist
1477,24 days ago,Kellogg Company,"Join our dynamic, progressive team of IT professionals in an environment where you can learn, grow, and create innovative technology solutions to help our...",431c8986bde76285,ad841549d710d056,1,"Oak Brook, IL 60523",2018-10-29,20:51:22,Lead IT Security Analyst – Network Security
1478,30+ days ago,Kellogg Company,"Java, .Net, HTML, CSS, SQL Servers, My SQL, SAP, Android Studio, Swift, Window Server, and/or UNIX/Linux....",431c8986bde76285,7b3fe167cd0b6609,2,"Battle Creek, MI",2018-10-29,20:51:22,Intern – Information Technology – Summer 2019
1479,30+ days ago,Kellogg Company,"Experience with SQL or other programming languages (Python, Java, and/or C++). As an IT Analytics Intern, you will be part of a robust experience based on your...",431c8986bde76285,96a59704da5e5c0e,3,"Battle Creek, MI",2018-10-29,20:51:22,Intern – Global Analytics IT – Summer 2019
1480,30+ days ago,Las Vegas Sands Corp.,"Deep understanding of database design and technology including tuning, normalization, warehousing, data mining, and reporting - highly proficient in development...",2c89ed4782c151fb,6b5ce7dcaad0c5f2,1,"Las Vegas, NV",2018-10-29,20:51:23,Full Stack eCommerce Engineer
1481,30+ days ago,Las Vegas Sands Corp.,"Proven experience in SQL Server - writing stored procedures, queries and triggers. Minimum 3 years of experience developing .NET applications in C# using...",2c89ed4782c151fb,b150b0da77a651a4,2,"Las Vegas, NV",2018-10-29,20:51:23,Systems Software Engineer II
1482,30+ days ago,Las Vegas Sands Corp.,"Proficient in modern web development with hands on experience as a full stack engineer across Java, .Net and NodeJS as well as JavaScript, HTML/CSS, Python,...",2c89ed4782c151fb,9e5e90ae540599d4,3,"Las Vegas, NV",2018-10-29,20:51:23,"Senior Manager, eCommerce Technology"
1483,30+ days ago,Las Vegas Sands Corp.,SAS or SQL Experience. The primary responsibility of the Loyalty Marketing Analyst is to support Loyalty Marketing departments by providing insights through...,2c89ed4782c151fb,a704daadfc0d73cb,4,"Las Vegas, NV",2018-10-29,20:51:23,Loyalty Marketing Analyst
1484,30+ days ago,Las Vegas Sands Corp.,"1+ years SQL Server DBA experience. 1+ years design, implementation and administration of SQL Server solutions including version upgrades, migrations, service...",2c89ed4782c151fb,dc5095b4f9f725f9,5,"Las Vegas, NV",2018-10-29,20:51:23,Database Administrator I
1485,30+ days ago,Las Vegas Sands Corp.,"Demonstrated expertise in MS Excel, MS Access, SQL, SSMS, and/or TIBCO Spotfire; Assist with maintaining SQL, TrackVia, MS Access, and Spotfire databases in...",2c89ed4782c151fb,8bf05006b14f7166,6,"Las Vegas, NV",2018-10-29,20:51:23,Analyst - AML/SAR Business Intelligence
1486,30+ days ago,Las Vegas Sands Corp.,"Expert in MS SQL Server based development and design including tuning, normalization, warehousing, data mining, and reporting....",2c89ed4782c151fb,c5f97829b72e0b00,7,"Las Vegas, NV",2018-10-29,20:51:23,"Engineer, eCommerce Front End"
1487,30+ days ago,Las Vegas Sands Corp.,Must have at least 4 years ETL experience using SQL Server SSIS 2008r2-2014. Should have administrative experience with SQL Server 2008-2012....,2c89ed4782c151fb,0882394188ea9dd0,8,"Las Vegas, NV",2018-10-29,20:51:23,Data Engineer
1488,30+ days ago,Las Vegas Sands Corp.,"7+ years developing solutions using Microsoft technologies and frameworks, e.g., SQL Server, ASP.NET MVC, WCF, Entity Framework and ASP.NET Web API....",2c89ed4782c151fb,c6919527d870a848,9,"Las Vegas, NV",2018-10-29,20:51:23,Architect - IT Software
1489,30+ days ago,Las Vegas Sands Corp.,"Deep understanding of database design and technology including tuning, normalization, warehousing, data mining, and reporting - highly proficient in development...",2c89ed4782c151fb,6b5ce7dcaad0c5f2,1,"Las Vegas, NV",2018-10-29,20:51:24,Full Stack eCommerce Engineer
1490,30+ days ago,Las Vegas Sands Corp.,"Proven experience in SQL Server - writing stored procedures, queries and triggers. Minimum 3 years of experience developing .NET applications in C# using...",2c89ed4782c151fb,b150b0da77a651a4,2,"Las Vegas, NV",2018-10-29,20:51:24,Systems Software Engineer II
1491,30+ days ago,Las Vegas Sands Corp.,"Proficient in modern web development with hands on experience as a full stack engineer across Java, .Net and NodeJS as well as JavaScript, HTML/CSS, Python,...",2c89ed4782c151fb,9e5e90ae540599d4,3,"Las Vegas, NV",2018-10-29,20:51:24,"Senior Manager, eCommerce Technology"
1492,30+ days ago,Las Vegas Sands Corp.,SAS or SQL Experience. The primary responsibility of the Loyalty Marketing Analyst is to support Loyalty Marketing departments by providing insights through...,2c89ed4782c151fb,a704daadfc0d73cb,4,"Las Vegas, NV",2018-10-29,20:51:24,Loyalty Marketing Analyst
1493,30+ days ago,Las Vegas Sands Corp.,"1+ years SQL Server DBA experience. 1+ years design, implementation and administration of SQL Server solutions including version upgrades, migrations, service...",2c89ed4782c151fb,dc5095b4f9f725f9,5,"Las Vegas, NV",2018-10-29,20:51:24,Database Administrator I
1494,30+ days ago,Las Vegas Sands Corp.,"Demonstrated expertise in MS Excel, MS Access, SQL, SSMS, and/or TIBCO Spotfire; Assist with maintaining SQL, TrackVia, MS Access, and Spotfire databases in...",2c89ed4782c151fb,8bf05006b14f7166,6,"Las Vegas, NV",2018-10-29,20:51:24,Analyst - AML/SAR Business Intelligence
1495,30+ days ago,Las Vegas Sands Corp.,"Expert in MS SQL Server based development and design including tuning, normalization, warehousing, data mining, and reporting....",2c89ed4782c151fb,c5f97829b72e0b00,7,"Las Vegas, NV",2018-10-29,20:51:24,"Engineer, eCommerce Front End"
1496,30+ days ago,Las Vegas Sands Corp.,Must have at least 4 years ETL experience using SQL Server SSIS 2008r2-2014. Should have administrative experience with SQL Server 2008-2012....,2c89ed4782c151fb,0882394188ea9dd0,8,"Las Vegas, NV",2018-10-29,20:51:24,Data Engineer
1497,30+ days ago,Las Vegas Sands Corp.,"7+ years developing solutions using Microsoft technologies and frameworks, e.g., SQL Server, ASP.NET MVC, WCF, Entity Framework and ASP.NET Web API....",2c89ed4782c151fb,c6919527d870a848,9,"Las Vegas, NV",2018-10-29,20:51:24,Architect - IT Software
1498,30+ days ago,Las Vegas Sands Corp.,"Deep understanding of database design and technology including tuning, normalization, warehousing, data mining, and reporting - highly proficient in development...",2c89ed4782c151fb,6b5ce7dcaad0c5f2,1,"Las Vegas, NV",2018-10-29,20:51:25,Full Stack eCommerce Engineer
1499,30+ days ago,Las Vegas Sands Corp.,"Proven experience in SQL Server - writing stored procedures, queries and triggers. Minimum 3 years of experience developing .NET applications in C# using...",2c89ed4782c151fb,b150b0da77a651a4,2,"Las Vegas, NV",2018-10-29,20:51:25,Systems Software Engineer II
1500,30+ days ago,Las Vegas Sands Corp.,"Proficient in modern web development with hands on experience as a full stack engineer across Java, .Net and NodeJS as well as JavaScript, HTML/CSS, Python,...",2c89ed4782c151fb,9e5e90ae540599d4,3,"Las Vegas, NV",2018-10-29,20:51:25,"Senior Manager, eCommerce Technology"
1501,30+ days ago,Las Vegas Sands Corp.,SAS or SQL Experience. The primary responsibility of the Loyalty Marketing Analyst is to support Loyalty Marketing departments by providing insights through...,2c89ed4782c151fb,a704daadfc0d73cb,4,"Las Vegas, NV",2018-10-29,20:51:25,Loyalty Marketing Analyst
1502,30+ days ago,Las Vegas Sands Corp.,"1+ years SQL Server DBA experience. 1+ years design, implementation and administration of SQL Server solutions including version upgrades, migrations, service...",2c89ed4782c151fb,dc5095b4f9f725f9,5,"Las Vegas, NV",2018-10-29,20:51:25,Database Administrator I
1503,30+ days ago,Las Vegas Sands Corp.,"Demonstrated expertise in MS Excel, MS Access, SQL, SSMS, and/or TIBCO Spotfire; Assist with maintaining SQL, TrackVia, MS Access, and Spotfire databases in...",2c89ed4782c151fb,8bf05006b14f7166,6,"Las Vegas, NV",2018-10-29,20:51:25,Analyst - AML/SAR Business Intelligence
1504,30+ days ago,Las Vegas Sands Corp.,"Expert in MS SQL Server based development and design including tuning, normalization, warehousing, data mining, and reporting....",2c89ed4782c151fb,c5f97829b72e0b00,7,"Las Vegas, NV",2018-10-29,20:51:25,"Engineer, eCommerce Front End"
